Latitude,Longitude,ID
-153.762625492708,341.122535619137,A
-153.762661333346,340.50059344867,A
-154.384316907824,338.790536177539,A
-154.695506018264,337.702079136394,A
-154.850983750184,337.39118465901,A
-154.695176432319,338.479613403428,A
-152.052525759987,338.945909290108,A
-158.737473678348,335.059174671006,A
-163.090951806088,334.903601732535,A
-162.468864622959,337.23584445709,A
-159.826078292022,338.324036987372,A
-160.447960230793,333.97078230291,A
-161.69170314865,338.168552593716,A
-159.670161730744,335.992119335808,A
-157.182902064099,331.48320560467,A
-159.204254391517,333.34883771905,A
-162.935617133782,337.391079927839,A
-168.532194601288,330.705977843028,A
-172.108294022517,317.335287253008,A
-171.486148564534,305.053050092181,A
-169.465041473064,316.247091067701,A
-150.964061595055,348.585250404208,A
-137.748596428081,350.6064734734,A
-134.795026488164,342.055292928344,A
-154.151167447865,364.210275652816,A
-157.260321929352,352.705392817684,A
-150.808340814218,334.281862125397,A
-145.988808354775,322.310406638388,A
-151.896877009021,306.452093722912,A
-161.84724277776,292.925923685284,A
-167.288553931481,285.152400526042,A
-174.751039628295,271.315461757472,A
-192.086614944496,261.753633433072,A
-193.718811038077,250.326666924808,A
-196.050911542449,234.468438215498,A
-190.687295162495,219.154296019064,A
-183.379804344041,232.214104692095,A
-186.722574600352,250.171142776912,A
-184.623807775521,267.350825463767,A
-181.747524815317,281.421147534715,A
-177.70508618785,284.219775710503,A
-178.482636915877,281.110224902182,A
-177.083311347795,286.085325892643,A
-168.687626651427,296.191164878611,A
-159.748295764477,304.819658333555,A
-158.426558244751,322.776892957368,A
-158.037739183699,341.200447751692,A
-152.285800279508,337.624393788822,A
-158.89309032146,341.589043868954,A
-144.82303785184,333.426597948416,A
-131.218735297541,323.398873750225,A
-143.656951631244,320.133769248823,A
-155.239410528121,330.628202976579,A
-159.203773633236,337.702365352891,A
-154.850998811201,336.769301044815,A
-168.610212932895,303.109517921763,A
-172.885698907593,287.173530387453,A
-176.772390893225,284.841530528631,A
-176.772427517171,285.152520889745,A
-179.104550975192,280.799202299837,A
-182.991420371819,275.824062588444,A
-190.143234427065,254.524241078181,A
-184.157479099834,241.853312383011,A
-184.235158168717,238.199690282225,A
-183.924007472525,227.16127943029,A
-179.104443903776,211.924981937381,A
-171.79741528256,204.151185842237,A
-173.429785245665,190.547400078517,A
-179.493109735586,182.462950862603,A
-183.379912967796,179.198066514356,A
-192.319647036877,168.081697409388,A
-198.227597182838,161.085432666547,A
-207.711621339902,162.795306988743,A
-218.516721419972,156.654413294859,A
-228.078395735219,170.569190122657,A
-233.442347361634,174.844433856644,A
-246.424085491592,187.204735820526,A
-237.096012206555,213.168458858807,A
-219.293992765325,224.129638065321,A
-200.404167836468,257.32299368073,A
-158.970654646469,310.883320340016,A
-154.151229300139,329.384376497225,A
