x,y,ID
-57.98981,-23.284557,1
-57.989895,-23.284535,1
-57.98974499999999,-23.284385,1
-57.989658999999996,-23.284246,1
-57.943311,-23.278785,1
-57.953889000000004,-23.239657,1
-57.95316,-23.23912,1
-57.953053000000004,-23.239399,1
-57.963889,-23.238884,1
-57.97536899999999,-23.233917,1
-58.003820999999995,-23.260158999999998,1
-57.990345999999995,-23.285995,1
-57.989959999999996,-23.2846,1
-57.990067,-23.284525,1
-57.990003,-23.284578,1
-57.990003,-23.2846,1
-57.990239,-23.285018,1
-57.989895,-23.284353,1
-57.990389,-23.284010000000002,1
-57.988544,-23.282068,1
-57.98792099999999,-23.281821,1
-57.990196,-23.283302,1
-57.99049599999999,-23.284010000000002,1
-57.981483999999995,-23.28667,1
-57.98893,-23.285769000000002,1
-58.002148,-23.29211,1
-58.00392900000001,-23.294395,1
-57.998049,-23.296101,1
-57.991827,-23.293762,1
-57.994165,-23.281209,1
-57.994659,-23.281167,1
-58.004465,-23.291992,1
-58.029141,-23.300081,1
-58.028927,-23.300189000000003,1
-58.062336,-23.339489,1
-58.066607,-23.338598,1
-58.054010999999996,-23.331345000000002,1
-58.047338,-23.335004,1
-58.058409999999995,-23.340733,1
-58.058453,-23.340657999999998,1
-58.058453,-23.340722,1
-58.058453,-23.340669000000002,1
-58.058624,-23.340572,1
-58.058367000000004,-23.340615,1
-58.058367000000004,-23.340647,1
-58.058431000000006,-23.340647,1
-58.058453,-23.340647,1
-58.057938,-23.341708999999998,1
-58.058344999999996,-23.340679,1
-58.05828100000001,-23.340701,1
-58.058431000000006,-23.340657999999998,1
-58.058581000000004,-23.340701,1
-58.057251,-23.34305,1
-58.084116,-23.340594,1
-58.083987,-23.340754999999998,1
-58.044247999999996,-23.327085999999998,1
-58.044869999999996,-23.330959,1
-58.046479000000005,-23.335991,1
-58.046501,-23.334746,1
-58.044677,-23.332235999999998,1
-58.046093000000006,-23.335229,1
-58.040729000000006,-23.337697,1
-58.039398,-23.331796,1
-58.07941700000001,-23.336356,1
-58.079374,-23.336345,1
-58.079308999999995,-23.337718,1
-57.988243000000004,-23.307045000000002,1
-57.972279,-23.297732,1
-57.962322,-23.286295000000003,1
-57.962472,-23.285512,1
-57.964468000000004,-23.288773000000003,1
-57.982879000000004,-23.290619,1
-57.983501000000004,-23.290704,1
-57.982299,-23.289599,1
-57.962644,-23.285995,1
-57.967257999999994,-23.285898,1
-58.026545,-23.309673,1
-58.050663,-23.318986,1
-58.050621,-23.342761,1
-58.050684999999994,-23.342782,1
-58.050599,-23.342707,1
-58.038883,-23.347342,1
-57.913592,-23.317409,1
-57.928355,-23.287561,1
-58.00180400000001,-23.254205,1
-58.03351899999999,-23.303483,1
-58.046436,-23.260556,1
-57.996483,-23.286476999999998,1
-57.968502,-23.293076,1
-57.960005,-23.285619,1
-58.018177,-23.267305,1
-58.080296999999995,-23.274932999999997,1
-58.08181999999999,-23.254344,1
-58.099029,-23.266747,1
-58.098856999999995,-23.267132999999998,1
-58.065341000000004,-23.256757999999998,1
-58.08274300000001,-23.232479,1
-58.067465000000006,-23.323588,1
-58.021288,-23.239163,1
-58.066199,-23.250203,1
-58.09036,-23.253454,1
-58.077443,-23.263271,1
-58.090639,-23.245053,1
-58.090553,-23.245064000000003,1
-58.029528000000006,-23.302785,1
-58.07358000000001,-23.261982999999997,1
-58.095682,-23.262638,1
-58.027489,-23.303504,1
-58.04914,-23.282712,1
-58.121644999999994,-23.295361,1
-58.116174,-23.275651999999997,1
-55.413387,-24.13456,2
-55.411863000000004,-24.133412,2
-55.410104000000004,-24.137188000000002,2
-55.410941,-24.13648,2
-55.407743,-24.139806,2
-55.410061,-24.136983999999998,2
-55.403903,-24.132789000000002,2
-55.410254,-24.136094,2
-55.407636,-24.139751999999998,2
-55.41579,-24.138465,2
-55.410233,-24.136223,2
-55.401585,-24.133197,2
-55.400641,-24.1328,2
-55.412743000000006,-24.147788000000002,2
-55.412806999999994,-24.147713,2
-55.387316000000006,-24.134635,2
-55.375170999999995,-24.139688,2
-55.350280000000005,-24.140267,2
-55.358799,-24.128873000000002,2
-55.34315600000001,-24.132714,2
-55.383883,-24.139141,2
-55.352662,-24.113939000000002,2
-55.366266,-24.114765,2
-55.382594999999995,-24.101385999999998,2
-55.366330000000005,-24.100356,2
-55.37429100000001,-24.102577,2
-55.40053399999999,-24.105774,2
-55.413752,-24.107051000000002,2
-55.413343999999995,-24.107716,2
-55.413171999999996,-24.108306,2
-55.413194,-24.108285000000002,2
-55.412507,-24.108692,2
-55.360129,-24.131083,2
-55.360085999999995,-24.131116,2
-55.394204,-24.092449,2
-55.378646999999994,-24.085121,2
-55.38296,-24.084746,2
-55.38296,-24.084939000000002,2
-55.38856,-24.082772,2
-55.371566,-24.105281,2
-55.38298100000001,-24.102384,2
-55.385878000000005,-24.134045,2
-55.36736,-24.095603,2
-55.356009,-24.092223999999998,2
-55.380256,-24.129174,2
-55.381329,-24.128841,2
-55.400105,-24.154698,2
-55.37390500000001,-24.129678,2
-55.42315,-24.141598000000002,2
-55.415576,-24.151114,2
-55.411735,-24.161661,2
-55.39396800000001,-24.153582,2
-55.331998,-24.134946,2
-55.360687,-24.134109,2
-55.361288,-24.134742000000003,2
-55.385642000000004,-24.171746,2
-55.384505000000004,-24.174117000000003,2
-55.433686,-24.135707999999997,2
-55.422957,-24.124786,2
-55.411692,-24.143389000000003,2
-55.414072999999995,-24.136029,2
-55.42160500000001,-24.123863,2
-55.412420999999995,-24.132167000000003,2
-55.411713,-24.146254000000003,2
-55.399846999999994,-24.105817000000002,2
-55.375428,-24.107126,2
-55.36343299999999,-24.124206,2
-55.421133,-24.139109,2
-55.385256000000005,-24.121288,2
-55.381308,-24.091827,2
-55.363326,-24.110955999999998,2
-55.360322,-24.144334,2
-55.38645699999999,-24.137167,2
-55.408752,-24.153539000000002,2
-55.427333999999995,-24.140985999999998,2
-55.407593000000006,-24.142714,2
-55.426196999999995,-24.169225,2
-55.390363,-24.150620999999997,2
-55.39858100000001,-24.097116,2
-55.37315400000001,-24.10395,2
-55.34086,-24.12499,2
-55.396564,-24.147971,2
-55.416584,-24.137746,2
-55.409288000000004,-24.110345000000002,2
-55.37246700000001,-24.14046,2
-55.413430000000005,-24.108971,2
-55.40695,-24.110173,2
-55.358562,-24.109637,2
-55.372446,-24.073684,2
-55.411241000000004,-24.101354,2
-55.411499,-24.118069000000002,2
-55.436583,-24.136662,2
-55.39343100000001,-24.094541,2
-55.413430000000005,-24.147381,2
-55.402851,-24.126492000000002,2
-55.421927000000004,-24.139034,2
-55.4336,-24.149022,2
-55.393581000000005,-24.163538,2
-55.415532999999996,-24.10674,2
-55.42136899999999,-24.122393,2
-55.409288000000004,-24.114379,2
-55.430960999999996,-24.16621,2
-55.441003,-24.168291,2
-55.449243,-24.166585,2
-55.409911,-24.139526999999998,2
-55.352982999999995,-24.11867,2
-55.426927,-24.136866,2
-55.429652000000004,-24.122511,2
-55.422614,-24.163184,2
-55.413365,-24.163592,2
-55.395469999999996,-24.165781,2
-55.432591,-24.179685,2
-55.40538299999999,-24.120526,2
-55.414609999999996,-24.142585,2
-55.406563,-24.156264,2
-55.420253,-24.153507,2
-55.410447,-24.132842999999998,2
-55.423901,-24.129045,2
-55.436862,-24.152852,2
-55.435444999999994,-24.165866,2
-55.424202,-24.175704999999997,2
-55.424352,-24.170512,2
-55.411283999999995,-24.111546,2
-55.403838,-24.106225,2
-55.396370999999995,-24.177679,2
-55.45310500000001,-24.158345,2
-55.437076,-24.155856,2
-55.442097,-24.147928,2
-55.447182999999995,-24.13221,2
-55.41304399999999,-24.130268,2
-55.41491,-24.107072,2
-55.377553000000006,-24.103348999999998,2
-55.37851800000001,-24.097202,2
-55.43053199999999,-24.162260999999997,2
-55.42304300000001,-24.178827,2
-55.404675,-24.123379999999997,2
-55.426196999999995,-24.170759,2
-55.414072999999995,-24.164020999999998,2
-55.410876,-24.171595999999997,2
-55.42064,-24.162691,2
-55.387766000000006,-24.151726,2
-55.416842,-24.139988,2
-55.394546999999996,-24.154365,2
-55.401348999999996,-24.137199,2
-55.367103,-24.156307,2
-55.418537,-24.177582,2
-55.43581,-24.172293,2
-55.39396800000001,-24.157079,2
-55.399976,-24.157144,2
-55.433106,-24.171145000000003,2
-58.230801,-23.374121,3
-58.25434,-23.375462,3
-58.263459,-23.38043,3
-58.26378100000001,-23.380151,3
-58.254318000000005,-23.376385,3
-58.246443000000006,-23.37027,3
-58.27024,-23.386277,3
-58.279467000000004,-23.389485,3
-58.318262,-23.366278,3
-58.313541,-23.359057999999997,3
-58.308327,-23.358221,3
-58.301203,-23.365839,3
-58.292255000000004,-23.365849,3
-58.292191,-23.370141,3
-58.278501,-23.387918,3
-58.278523,-23.387629,3
-58.279789,-23.386416,3
-58.27884399999999,-23.381975,3
-58.25581999999999,-23.370184,3
-58.31794,-23.326271,3
-58.362079,-23.300972,3
-58.398428,-23.338082999999997,3
-58.398578,-23.338223,3
-58.41098100000001,-23.345615,3
-58.411002,-23.345701000000002,3
-58.393836,-23.32773,3
-58.318068999999994,-23.296584,3
-58.313669999999995,-23.29608,3
-58.317103,-23.294245,3
-58.324528,-23.306594,3
-58.439927000000004,-23.368026999999998,3
-58.496768,-23.330187,3
-58.495181,-23.329082,3
-58.506553000000004,-23.320928,3
-58.506789000000005,-23.32244,3
-58.478079,-23.370731,3
-58.475053,-23.378756,3
-58.475139,-23.378767,3
-58.258224,-23.331249,3
-58.258266000000006,-23.331292,3
-58.210393999999994,-23.375923999999998,3
-58.238053,-23.412906,3
-58.260391000000006,-23.381373999999997,3
-58.243203,-23.376857,3
-58.24228000000001,-23.376396,3
-58.215351,-23.410331,3
-58.197927,-23.422251,3
-58.219063,-23.350496,3
-58.24901800000001,-23.380398,3
-58.210544999999996,-23.373113,3
-58.22970600000001,-23.354241000000002,3
-58.229147999999995,-23.354144,3
-58.294916,-23.340229,3
-58.325214,-23.347074,3
-58.361049,-23.337493,3
-58.410357999999995,-23.344306,3
-58.46715699999999,-23.335701,3
-58.46735,-23.335604999999997,3
-58.471191000000005,-23.335229,3
-58.515372,-23.315467,3
-58.515372,-23.315413,3
-58.47971,-23.310939,3
-58.588865000000006,-23.288076,3
-58.660212,-23.262541,3
-58.69729,-23.2687,3
-58.705594999999995,-23.255321,3
-58.677485,-23.276607000000002,3
-58.627896,-23.289267000000002,3
-58.611352000000004,-23.284578,3
-58.605881000000004,-23.284482,3
-58.457329,-23.310317,3
-58.455076,-23.310982,3
-58.457115,-23.309351,3
-58.459475,-23.321003,3
-58.455011999999996,-23.320284,3
-58.421538,-23.357749,3
-58.411044999999994,-23.346065,3
-58.376498,-23.331656,3
-58.327875,-23.359079,3
-58.292491000000005,-23.341752,3
-58.211317,-23.336141,3
-58.2305,-23.367501999999998,3
-58.332253,-23.350818,3
-58.353302,-23.345861,3
-58.351693000000004,-23.363703,3
-58.337531000000006,-23.364829999999998,3
-58.35154300000001,-23.349831,3
-58.370146999999996,-23.340046,3
-58.463466000000004,-23.335723,3
-58.466770999999994,-23.335015,3
-58.466749,-23.335025,3
-58.544532999999994,-23.313578,3
-58.530092,-23.408078,3
-58.531895,-23.40752,3
-58.50790500000001,-23.419998,3
-58.505802,-23.430018,3
-58.474817,-23.315005,3
-58.469753000000004,-23.353361,3
-58.486598,-23.366235999999997,3
-58.49018100000001,-23.361708,3
-58.490117000000005,-23.361644000000002,3
-58.498828,-23.372232999999998,3
-58.521122999999996,-23.414472,3
-58.531916,-23.407413000000002,3
-58.53195899999999,-23.407424,3
-58.533568,-23.406318,3
-58.536937,-23.408153,3
-58.536143,-23.407606,3
-58.440678000000005,-23.346107999999997,3
-58.44866,-23.345153,3
-58.449841000000006,-23.343973000000002,3
-58.464045999999996,-23.341388000000002,3
-58.464045999999996,-23.34142,3
-58.463981000000004,-23.341409,3
-58.46735,-23.341216,3
-58.478379000000004,-23.365066,3
-58.47496700000001,-23.398583,3
-58.475654000000006,-23.39045,3
-58.474667000000004,-23.399001000000002,3
-58.474045,-23.338984,3
-58.47065500000001,-23.341376999999998,3
-58.47014,-23.341516,3
-58.475118,-23.343362,3
-58.474002,-23.335841000000002,3
-58.470031999999996,-23.334982,3
-58.47044,-23.329479,3
-58.470268000000004,-23.332998,3
-58.470181999999994,-23.332976000000002,3
-58.47434499999999,-23.33745,3
-58.47835799999999,-23.412927,3
-58.477693,-23.388326,3
-58.479602,-23.378713,3
-58.479688,-23.378745000000002,3
-58.477284999999995,-23.328159,3
-58.47458100000001,-23.318063000000002,3
-58.476448,-23.325305,3
-58.47074,-23.321196,3
-58.47074,-23.321248999999998,3
-58.476319,-23.32538,3
-58.470762,-23.321196,3
-58.470848,-23.321303,3
-58.484924,-23.331914,3
-58.487649,-23.335217999999998,3
-58.479238,-23.354412,3
-58.475375,-23.381975,3
-58.467629,-23.341516,3
-58.467608,-23.341581,3
-58.450313,-23.344435,3
-58.094738,-23.341109,4
-58.09340699999999,-23.341827,4
-58.11141,-23.334382,4
-58.12295400000001,-23.32406,4
-58.127675,-23.321925,4
-58.128018000000004,-23.318857,4
-58.12849,-23.318567,4
-58.12849,-23.318514,4
-58.133941,-23.317977,4
-58.133941,-23.317859,4
-58.137116000000006,-23.318192,4
-58.138296999999994,-23.319962,4
-58.14074300000001,-23.316132,4
-58.143747,-23.313235,4
-58.141943999999995,-23.311497,4
-58.14119300000001,-23.308985999999997,4
-58.151557,-23.300983,4
-58.150742,-23.297549,4
-58.143983,-23.297013,4
-58.139669999999995,-23.291981,4
-58.139455000000005,-23.29314,4
-58.136773,-23.296927,4
-58.129327,-23.294932,4
-58.104222,-23.280576,4
-58.095895999999996,-23.274729,4
-58.084888,-23.279760999999997,4
-58.084674,-23.280051,4
-58.08388000000001,-23.279611,4
-58.082614,-23.261833,4
-58.082119999999996,-23.261812,4
-58.068645,-23.264043,4
-58.07220699999999,-23.255289,4
-58.092356,-23.264247,4
-58.098921999999995,-23.267165,4
-58.097849,-23.26812,4
-58.097827,-23.268131,4
-58.118899,-23.256147,4
-58.124242,-23.250815,4
-58.124199,-23.250622,4
-58.120272,-23.254334,4
-58.100767000000005,-23.271682000000002,4
-58.1036,-23.272841,4
-58.103556999999995,-23.27224,4
-58.10756899999999,-23.269579,4
-58.124113,-23.250997,4
-58.124177,-23.250985999999997,4
-58.127846999999996,-23.273946,4
-58.132631999999994,-23.285629999999998,4
-58.132911,-23.286864,4
-58.133061,-23.296809,4
-58.13319,-23.297002,4
-58.133404000000006,-23.297367,4
-58.133146999999994,-23.297002,4
-58.136022,-23.298192999999998,4
-58.136001,-23.298215,4
-58.147738000000004,-23.296262,4
-58.151536,-23.301959,4
-58.152587,-23.307356,4
-58.164882999999996,-23.297925,4
-58.173251,-23.295082,4
-58.173165000000004,-23.295125,4
-58.165355000000005,-23.290135999999997,4
-58.15102099999999,-23.301047,4
-58.152652,-23.307731,4
-58.148768000000004,-23.318986,4
-58.145720999999995,-23.325874,4
-58.11346999999999,-23.337643,4
-58.081713,-23.340207,4
-58.081584,-23.3401,4
-58.063345,-23.344123,4
-58.06714300000001,-23.359712,4
-58.074439,-23.376074,4
-58.095059,-23.366697,4
-58.11535799999999,-23.351612,4
-58.128190000000004,-23.344789000000002,4
-58.154776,-23.352975,4
-58.159431999999995,-23.354326,4
-58.167221999999995,-23.355271,4
-58.173745,-23.361686,4
-58.12628,-23.309652,4
-58.111002,-23.316615,4
-58.091304,-23.329854,4
-58.089608999999996,-23.338319,4
-58.089867000000005,-23.336129999999997,4
-58.091326,-23.330079,4
-58.092141000000005,-23.330498000000002,4
-58.089093999999996,-23.332279,4
-58.089716,-23.333931,4
-58.089588,-23.337997,4
-58.091326,-23.336999,4
-58.091626,-23.332847,4
-58.091626,-23.332847,4
-58.091691000000004,-23.332826,4
-58.091154,-23.33407,4
-58.09124,-23.336678,4
-58.091712,-23.332857999999998,4
-58.091712,-23.332826,4
-58.091668999999996,-23.33288,4
-58.139713,-23.312849,4
-58.139949,-23.312901999999998,4
-58.139949,-23.312935,4
-58.136816,-23.339123999999998,4
-58.104222,-23.29844,4
-58.128060999999995,-23.305961,4
-58.140399,-23.312849,4
-58.141537,-23.309684,4
-58.13906899999999,-23.305285,4
-58.139949,-23.312978,4
-58.132525,-23.318288,4
-58.132546,-23.318267000000002,4
-58.132481999999996,-23.318255999999998,4
-58.131602,-23.318728,4
-58.13999200000001,-23.31287,4
-58.132459999999995,-23.317838000000002,4
-58.141707999999994,-23.312763,4
-58.139906,-23.312998999999998,4
-58.139842,-23.312967,4
-58.139799,-23.312978,4
-58.14239499999999,-23.310682,4
-58.140378000000005,-23.310328,4
-58.140636,-23.312688,4
-58.141816000000006,-23.310177,4
-58.141665,-23.310606,4
-58.141687,-23.310574,4
-58.141601,-23.310832,4
-58.141665,-23.310757000000002,4
-58.135614000000004,-23.310317,4
-58.118749,-23.29446,4
-58.099887,-23.281145000000002,4
-58.098578,-23.29918,4
-58.0986,-23.299159,4
-58.157371999999995,-23.305982,4
-58.161685,-23.297163,4
-58.15535500000001,-23.296916,4
-58.155463,-23.296981,4
-58.140914,-23.309716,4
-58.141086,-23.309566,4
-58.140893000000005,-23.309684,4
-58.13868299999999,-23.307527,4
-58.124564,-23.329371,4
-58.13999200000001,-23.325251,4
-58.13997,-23.325251,4
-58.140935999999996,-23.309662,4
-58.140871999999995,-23.309737,4
-58.15851,-23.304276,4
-58.15503399999999,-23.297067000000002,4
-58.154968999999994,-23.297045,4
-58.150442000000005,-23.302066,4
-58.140829000000004,-23.309716,4
-58.140764000000004,-23.309888,4
-58.141215,-23.310467000000003,4
-58.143876,-23.317859,4
-58.143983,-23.317763,4
-58.143725,-23.317729999999997,4
-58.146966000000006,-23.317376,4
-58.140935999999996,-23.309652,4
-58.140893000000005,-23.309619,4
-58.140914,-23.309673,4
-58.140935999999996,-23.309652,4
-58.139627000000004,-23.307945999999998,4
-58.140979,-23.309652,4
-58.141022,-23.309652,4
-58.140914,-23.309662,4
-58.140356999999995,-23.306314999999998,4
-58.155978000000005,-23.30653,4
-58.162909,-23.308654,4
-58.16293,-23.308664999999998,4
-58.150870999999995,-23.311476000000003,4
-58.150892000000006,-23.311508,4
-58.140893000000005,-23.309673,4
-58.162951,-23.308675,4
-58.162951,-23.308685999999998,4
-58.16293,-23.308675,4
-58.1463,-23.312001000000002,4
-58.163917000000005,-23.310478,4
-58.163424,-23.310038,4
-58.156514,-23.311411,4
-58.145914000000005,-23.311486,4
-58.161879000000006,-23.309147,4
-58.156879,-23.310349,4
-58.14700799999999,-23.310596,4
-58.146966000000006,-23.310725,4
-58.14700799999999,-23.310682,4
-58.14703000000001,-23.310714,4
-58.142481000000004,-23.308976,4
-58.142481000000004,-23.309115,4
-58.142438,-23.309062,4
-58.12068000000001,-23.295404,4
-58.119392000000005,-23.294975,4
-58.115938,-23.297657,4
-58.108664000000005,-23.322301,4
-58.090189,-23.330787,4
-58.127159999999996,-23.344767,4
-58.127911,-23.344316,4
-58.127933,-23.344402,4
-58.12900500000001,-23.339102,4
-58.142458999999995,-23.309008,4
-58.142481000000004,-23.309051,4
-58.152931,-23.306851,4
-58.1301,-23.335433,4
-58.092978,-23.332751000000002,4
-58.097547999999996,-23.33171,4
-58.143575,-23.309104,4
-58.143575,-23.309104,4
-58.143489,-23.309104,4
-58.143554,-23.309051,4
-58.143575,-23.309072,4
-58.150141000000005,-23.314232999999998,4
-58.165827,-23.314898,4
-58.169518000000004,-23.316260999999997,4
-58.162737,-23.308504,4
-58.162029000000004,-23.294513000000002,4
-58.14844599999999,-23.261511,4
-58.139777,-23.256823,4
-58.143961,-23.297153,4
-58.143983,-23.297195000000002,4
-58.14424,-23.297024,4
-58.144047,-23.297099,4
-58.14700799999999,-23.310745999999998,4
-58.147051,-23.310703,4
-58.147051,-23.310745999999998,4
-58.147158999999995,-23.310745999999998,4
-58.139691000000006,-23.25693,4
-58.137995999999994,-23.260117,4
-58.135656999999995,-23.26341,4
-58.136752,-23.265803,4
-58.137267,-23.299104999999997,4
-58.149432999999995,-23.271393,4
-58.137074,-23.266510999999998,4
-58.136966,-23.266565,4
-58.141859,-23.304448,4
-58.147909999999996,-23.30963,4
-58.147888,-23.309609,4
-58.147674,-23.309544,4
-58.160312,-23.314265,4
-58.16072,-23.31316,4
-58.160784,-23.31316,4
-58.159304000000006,-23.311701,4
-58.154025,-23.310349,4
-58.15398199999999,-23.310446,4
-58.14775899999999,-23.309555,4
-58.147909999999996,-23.309598,4
-58.160999,-23.312345,4
-58.160398,-23.312023,4
-58.158724,-23.314007999999998,4
-58.147845,-23.309619,4
-58.147802,-23.309619,4
-58.14778100000001,-23.309566,4
-58.147909999999996,-23.309684,4
-58.147867000000005,-23.309598,4
-58.14793100000001,-23.309587,4
-58.147888,-23.309544,4
-58.139241000000005,-23.325895000000003,4
-58.117225,-23.324565,4
-58.120916,-23.276714000000002,4
-58.125315,-23.249001999999997,4
-58.11317,-23.260578,4
-58.134283999999994,-23.302195,4
-58.137417000000006,-23.304212,4
-58.14778100000001,-23.309523000000002,4
-58.157201,-23.330315,4
-58.143275,-23.336216,4
-58.172779000000006,-23.32832,4
-58.172865,-23.322879999999998,4
-58.172886,-23.322945,4
-58.159431999999995,-23.311851,4
-58.147802,-23.309491,4
-58.147824,-23.309716,4
-58.164539000000005,-23.305736,4
-58.193142,-23.31508,4
-58.186426000000004,-23.321571,4
-58.147824,-23.309576999999997,4
-58.152223,-23.307226999999997,4
-58.152716000000005,-23.32376,4
-58.133254,-23.325466,4
-58.13319,-23.325123,4
-58.153209999999994,-23.31375,4
-58.152694999999994,-23.309801999999998,4
-58.138254,-23.321958,4
-58.135765,-23.326570999999998,4
-58.151751000000004,-23.321935999999997,4
-58.157737,-23.313117000000002,4
-58.153144999999995,-23.307141,4
-58.150227,-23.303365,4
-58.125443000000004,-23.279933,4
-58.102591000000004,-23.234915,4
-58.102613,-23.234882,4
-58.145056000000004,-23.289448999999998,4
-58.145077,-23.289363,4
-58.14512,-23.28932,4
-58.136708999999996,-23.268657,4
-58.136773,-23.268603,4
-58.136407999999996,-23.268979,4
-58.145056000000004,-23.289417,4
-58.145185,-23.288795,4
